"authors","year","title","doi","kingdom","taxa_res_modelled","num_taxa","time_modelled","time_projected","time_integrated","fossil_modelling","fossil_validation","additional_evidence_integration","additional_evidence","geographic_scale"
"Rodríguez-Sánchez F.; Arroyo J.",2008,"RECONSTRUCTING THE DEMISE OF TETHYAN PLANTS CLIMATEDRIVEN RANGE DYNAMICS OF LAURUS SINCE THE PLIOCENE","10.1111/j.1466-8238.2008.00410.x","Plantae","genus",1,0,100,FALSE,FALSE,TRUE,FALSE,NA,"regional"
"Giesecke T.; Hickler T.; Kunkel T.; Sykes M.T.; Bradshaw R.H.W.",2007,"TOWARDS AN UNDERSTANDING OF THE HOLOCENE DISTRIBUTION OF FAGUS SYLVATICA L","10.1111/j.1365-2699.2006.01580.x","Plantae","species",1,0,-6000,FALSE,FALSE,FALSE,FALSE,NA,"regional"
"Giesecke T.; Hickler T.; Kunkel T.; Sykes M.T.; Bradshaw R.H.W.",2007,"TOWARDS AN UNDERSTANDING OF THE HOLOCENE DISTRIBUTION OF FAGUS SYLVATICA L","10.1111/j.1365-2699.2006.01580.x","Plantae","species",1,0,0,FALSE,FALSE,FALSE,FALSE,NA,"regional"
"Martínez-Meyer E.; Peterson A.T.",2006,"CONSERVATISM OF ECOLOGICAL NICHE CHARACTERISTICS IN NORTH AMERICAN PLANT SPECIES OVER THE PLEISTOCENETORECENT TRANSITION","10.1111/j.1365-2699.2006.01482_33_10.x","Plantae","species",8,0,-21000,FALSE,FALSE,TRUE,FALSE,NA,"continental"
"Martínez-Meyer E.; Peterson A.T.",2006,"CONSERVATISM OF ECOLOGICAL NICHE CHARACTERISTICS IN NORTH AMERICAN PLANT SPECIES OVER THE PLEISTOCENETORECENT TRANSITION","10.1111/j.1365-2699.2006.01482_33_10.x","Plantae","species",8,-21000,0,FALSE,TRUE,FALSE,FALSE,NA,"continental"
"Ruegg K.C.; Hijmans R.J.; Moritz C.",2006,"CLIMATE CHANGE AND THE ORIGIN OF MIGRATORY PATHWAYS IN THE SWAINSONS THRUSH CATHARUS USTULATUS","10.1111/j.1365-2699.2006.01517.x","Animalia","species",1,0,-21000,FALSE,FALSE,FALSE,TRUE,"Phylogeography; PCA of climate space","continental"
"Ruegg K.C.; Hijmans R.J.; Moritz C.",2006,"CLIMATE CHANGE AND THE ORIGIN OF MIGRATORY PATHWAYS IN THE SWAINSONS THRUSH CATHARUS USTULATUS","10.1111/j.1365-2699.2006.01517.x","Animalia","species",1,0,0,FALSE,FALSE,FALSE,TRUE,"Phylogeography; PCA of climate space","continental"
"Silva R.C.; Corrêa G.R.; Arruda D.M.; Veloso G.V.; Fernandes-Filho E.I.; Cândido H.G.; de Oliveira F.S.; Rosa G.P.; Behling H.; Schaefer C.E.G.R.",2023,"THE BRAZILIAN SEMIARID REGION OVER THE PAST 21 000 YEARS VEGETATION DYNAMICS IN SMALL PULSES OF HIGHER HUMIDITY","10.1016/j.ecoinf.2023.102259","Plantae","biome",8,0,-2250,FALSE,FALSE,TRUE,TRUE,"soil","regional"
"Silva R.C.; Corrêa G.R.; Arruda D.M.; Veloso G.V.; Fernandes-Filho E.I.; Cândido H.G.; de Oliveira F.S.; Rosa G.P.; Behling H.; Schaefer C.E.G.R.",2023,"THE BRAZILIAN SEMIARID REGION OVER THE PAST 21 000 YEARS VEGETATION DYNAMICS IN SMALL PULSES OF HIGHER HUMIDITY","10.1016/j.ecoinf.2023.102259","Plantae","biome",8,0,-6260,FALSE,FALSE,TRUE,TRUE,"soil","regional"
"Silva R.C.; Corrêa G.R.; Arruda D.M.; Veloso G.V.; Fernandes-Filho E.I.; Cândido H.G.; de Oliveira F.S.; Rosa G.P.; Behling H.; Schaefer C.E.G.R.",2023,"THE BRAZILIAN SEMIARID REGION OVER THE PAST 21 000 YEARS VEGETATION DYNAMICS IN SMALL PULSES OF HIGHER HUMIDITY","10.1016/j.ecoinf.2023.102259","Plantae","biome",8,0,-17233,FALSE,FALSE,TRUE,TRUE,"soil","regional"
"Silva R.C.; Corrêa G.R.; Arruda D.M.; Veloso G.V.; Fernandes-Filho E.I.; Cândido H.G.; de Oliveira F.S.; Rosa G.P.; Behling H.; Schaefer C.E.G.R.",2023,"THE BRAZILIAN SEMIARID REGION OVER THE PAST 21 000 YEARS VEGETATION DYNAMICS IN SMALL PULSES OF HIGHER HUMIDITY","10.1016/j.ecoinf.2023.102259","Plantae","biome",8,0,-12300,FALSE,FALSE,TRUE,TRUE,"soil","regional"
"Silva R.C.; Corrêa G.R.; Arruda D.M.; Veloso G.V.; Fernandes-Filho E.I.; Cândido H.G.; de Oliveira F.S.; Rosa G.P.; Behling H.; Schaefer C.E.G.R.",2023,"THE BRAZILIAN SEMIARID REGION OVER THE PAST 21 000 YEARS VEGETATION DYNAMICS IN SMALL PULSES OF HIGHER HUMIDITY","10.1016/j.ecoinf.2023.102259","Plantae","biome",8,0,-13800,FALSE,FALSE,TRUE,TRUE,"soil","regional"
"Silva R.C.; Corrêa G.R.; Arruda D.M.; Veloso G.V.; Fernandes-Filho E.I.; Cândido H.G.; de Oliveira F.S.; Rosa G.P.; Behling H.; Schaefer C.E.G.R.",2023,"THE BRAZILIAN SEMIARID REGION OVER THE PAST 21 000 YEARS VEGETATION DYNAMICS IN SMALL PULSES OF HIGHER HUMIDITY","10.1016/j.ecoinf.2023.102259","Plantae","biome",8,0,-15850,FALSE,FALSE,TRUE,TRUE,"soil","regional"
"Silva R.C.; Corrêa G.R.; Arruda D.M.; Veloso G.V.; Fernandes-Filho E.I.; Cândido H.G.; de Oliveira F.S.; Rosa G.P.; Behling H.; Schaefer C.E.G.R.",2023,"THE BRAZILIAN SEMIARID REGION OVER THE PAST 21 000 YEARS VEGETATION DYNAMICS IN SMALL PULSES OF HIGHER HUMIDITY","10.1016/j.ecoinf.2023.102259","Plantae","biome",8,0,-19000,FALSE,FALSE,TRUE,TRUE,"soil","regional"
"Deng Z.; Zhang X.; Wolinska J.; Blair D.; Hu W.; Yin M.",2023,"CLIMATE HAS CONTRIBUTED TO POPULATION DIVERSIFICATION OF DAPHNIA GALEATA ACROSS EURASIA","10.1111/mec.17094","Animalia","species",1,0,-21000,FALSE,FALSE,FALSE,TRUE,"SNP-climate associations","regional"
"Deng Z.; Zhang X.; Wolinska J.; Blair D.; Hu W.; Yin M.",2023,"CLIMATE HAS CONTRIBUTED TO POPULATION DIVERSIFICATION OF DAPHNIA GALEATA ACROSS EURASIA","10.1111/mec.17094","Animalia","species",1,0,-130000,FALSE,FALSE,FALSE,TRUE,"SNP-climate associations","regional"
"Marta S.; Druella D.; Talarico L.; Ficetola G.F.; Gratton P.",2023,"SPATIAL PRIORITIZATION OF AMPHIBIAN INTRASPECIFIC GENETIC DIVERSITY THE NEED OF ACCOUNTING FOR PALAEOENVIRONMENTAL LEGACIES","10.1016/j.biocon.2023.110179","Animalia","species",45,-10500,-10500,TRUE,TRUE,FALSE,TRUE,"genetic diversity","regional"
"TrÃ¡jer A.J.; Walochnik J.; Kniha E.",2023,"THE POSSIBLE REGION OF THE LATE MIOCENE SPLIT OF THE SANDFLY SUBGENUS TRANSPHLEBOTOMUS ARTEMIEV AND THE EARLY LATE NEOGENE TO LATE QUATERNARY DISPERSAL OF THE ANCESTOR OF PHLEBOTOMUS MASCITTII GRASSI","10.1007/s12549-022-00570-y","Animalia","species",6,0,-9427000,FALSE,FALSE,FALSE,FALSE,"","regional"
"TrÃ¡jer A.J.; Walochnik J.; Kniha E.",2023,"THE POSSIBLE REGION OF THE LATE MIOCENE SPLIT OF THE SANDFLY SUBGENUS TRANSPHLEBOTOMUS ARTEMIEV AND THE EARLY LATE NEOGENE TO LATE QUATERNARY DISPERSAL OF THE ANCESTOR OF PHLEBOTOMUS MASCITTII GRASSI","10.1007/s12549-022-00570-y","Animalia","species",6,0,-6289500,FALSE,FALSE,FALSE,FALSE,"","regional"
"Robin-Champigneul F.; Gravendyck J.; Huang H.; Woutersen A.; Pocknall D.; Meijer N.; Dupont-Nivet G.; Erkens R.H.J.; Hoorn C.",2023,"NORTHWARD EXPANSION OF THE SOUTHERN TEMPERATE PODOCARP FOREST DURING THE EARLY EOCENE CLIMATIC OPTIMUM PALYNOLOGICAL EVIDENCE FROM THE NE TIBETAN PLATEAU CHINA","10.1016/j.revpalbo.2023.104914","Plantae","clade",12,0,-61000000,FALSE,FALSE,TRUE,TRUE,"morphometrics","regional"
"Robin-Champigneul F.; Gravendyck J.; Huang H.; Woutersen A.; Pocknall D.; Meijer N.; Dupont-Nivet G.; Erkens R.H.J.; Hoorn C.",2023,"NORTHWARD EXPANSION OF THE SOUTHERN TEMPERATE PODOCARP FOREST DURING THE EARLY EOCENE CLIMATIC OPTIMUM PALYNOLOGICAL EVIDENCE FROM THE NE TIBETAN PLATEAU CHINA","10.1016/j.revpalbo.2023.104914","Plantae","clade",12,0,-44950000,FALSE,FALSE,TRUE,TRUE,"morphometrics","regional"
"Macaluso L.; Bertini A.; Carnevale G.; Eronen J.T.; Martinetto E.; Saarinen J.; Villa A.; Capasso F.; Delfino M.",2023,"A COMBINED PALAEOMODELLING APPROACH REVEALS THE ROLE AS SELECTIVE REFUGIA OF THE MEDITERRANEAN PENINSULAS","10.1016/j.palaeo.2023.111699","Animalia","genus",6,-3300000,-3300000,TRUE,TRUE,TRUE,TRUE,"hypsodonty, paleoflora","regional"
"Macaluso L.; Bertini A.; Carnevale G.; Eronen J.T.; Martinetto E.; Saarinen J.; Villa A.; Capasso F.; Delfino M.",2023,"A COMBINED PALAEOMODELLING APPROACH REVEALS THE ROLE AS SELECTIVE REFUGIA OF THE MEDITERRANEAN PENINSULAS","10.1016/j.palaeo.2023.111699","Animalia","genus",6,-3205000,-3205000,TRUE,TRUE,TRUE,TRUE,"hypsodonty, paleoflora","regional"
"Macaluso L.; Bertini A.; Carnevale G.; Eronen J.T.; Martinetto E.; Saarinen J.; Villa A.; Capasso F.; Delfino M.",2023,"A COMBINED PALAEOMODELLING APPROACH REVEALS THE ROLE AS SELECTIVE REFUGIA OF THE MEDITERRANEAN PENINSULAS","10.1016/j.palaeo.2023.111699","Animalia","genus",6,-789250,-789250,TRUE,TRUE,TRUE,TRUE,"hypsodonty, paleoflora","regional"
"Macaluso L.; Bertini A.; Carnevale G.; Eronen J.T.; Martinetto E.; Saarinen J.; Villa A.; Capasso F.; Delfino M.",2023,"A COMBINED PALAEOMODELLING APPROACH REVEALS THE ROLE AS SELECTIVE REFUGIA OF THE MEDITERRANEAN PENINSULAS","10.1016/j.palaeo.2023.111699","Animalia","genus",6,-130000,-130000,TRUE,TRUE,TRUE,TRUE,"hypsodonty, paleoflora","regional"
"Macaluso L.; Bertini A.; Carnevale G.; Eronen J.T.; Martinetto E.; Saarinen J.; Villa A.; Capasso F.; Delfino M.",2023,"A COMBINED PALAEOMODELLING APPROACH REVEALS THE ROLE AS SELECTIVE REFUGIA OF THE MEDITERRANEAN PENINSULAS","10.1016/j.palaeo.2023.111699","Animalia","genus",6,-21000,-21000,TRUE,TRUE,TRUE,TRUE,"hypsodonty, paleoflora","regional"
"TrÃ¡jer A.J.",2023,"THE EFFECTS OF MID TO LATE PLIOCENE CLIMATIC FLUCTUATIONS ON THE HABITAT AND DISTRIBUTION OF EARLY HOMININS","10.1007/s10745-023-00415-y","Animalia","clade",1,-3459000,-3459000,TRUE,TRUE,FALSE,TRUE,"d18O","continental"
"TrÃ¡jer A.J.",2023,"THE EFFECTS OF MID TO LATE PLIOCENE CLIMATIC FLUCTUATIONS ON THE HABITAT AND DISTRIBUTION OF EARLY HOMININS","10.1007/s10745-023-00415-y","Animalia","clade",1,-3436000,-3436000,TRUE,TRUE,FALSE,TRUE,"d18O","continental"
"TrÃ¡jer A.J.",2023,"THE EFFECTS OF MID TO LATE PLIOCENE CLIMATIC FLUCTUATIONS ON THE HABITAT AND DISTRIBUTION OF EARLY HOMININS","10.1007/s10745-023-00415-y","Animalia","clade",1,-3398000,-3398000,TRUE,TRUE,FALSE,TRUE,"d18O","continental"
"TrÃ¡jer A.J.",2023,"THE EFFECTS OF MID TO LATE PLIOCENE CLIMATIC FLUCTUATIONS ON THE HABITAT AND DISTRIBUTION OF EARLY HOMININS","10.1007/s10745-023-00415-y","Animalia","clade",1,-3339000,-3339000,TRUE,TRUE,FALSE,TRUE,"d18O","continental"
"TrÃ¡jer A.J.",2023,"THE EFFECTS OF MID TO LATE PLIOCENE CLIMATIC FLUCTUATIONS ON THE HABITAT AND DISTRIBUTION OF EARLY HOMININS","10.1007/s10745-023-00415-y","Animalia","clade",1,-3296000,-3296000,TRUE,TRUE,FALSE,TRUE,"d18O","continental"
"TrÃ¡jer A.J.",2023,"THE EFFECTS OF MID TO LATE PLIOCENE CLIMATIC FLUCTUATIONS ON THE HABITAT AND DISTRIBUTION OF EARLY HOMININS","10.1007/s10745-023-00415-y","Animalia","clade",1,-3289000,-3289000,TRUE,TRUE,FALSE,TRUE,"d18O","continental"
"TrÃ¡jer A.J.",2023,"THE EFFECTS OF MID TO LATE PLIOCENE CLIMATIC FLUCTUATIONS ON THE HABITAT AND DISTRIBUTION OF EARLY HOMININS","10.1007/s10745-023-00415-y","Animalia","clade",1,-3189000,-3189000,TRUE,TRUE,FALSE,TRUE,"d18O","continental"
"TrÃ¡jer A.J.",2023,"THE EFFECTS OF MID TO LATE PLIOCENE CLIMATIC FLUCTUATIONS ON THE HABITAT AND DISTRIBUTION OF EARLY HOMININS","10.1007/s10745-023-00415-y","Animalia","clade",1,-3141000,-3141000,TRUE,TRUE,FALSE,TRUE,"d18O","continental"
"TrÃ¡jer A.J.",2023,"THE EFFECTS OF MID TO LATE PLIOCENE CLIMATIC FLUCTUATIONS ON THE HABITAT AND DISTRIBUTION OF EARLY HOMININS","10.1007/s10745-023-00415-y","Animalia","clade",1,-3074000,-3074000,TRUE,TRUE,FALSE,TRUE,"d18O","continental"
"TrÃ¡jer A.J.",2023,"THE EFFECTS OF MID TO LATE PLIOCENE CLIMATIC FLUCTUATIONS ON THE HABITAT AND DISTRIBUTION OF EARLY HOMININS","10.1007/s10745-023-00415-y","Animalia","clade",1,-3001000,-3001000,TRUE,TRUE,FALSE,TRUE,"d18O","continental"
"TrÃ¡jer A.J.",2023,"THE EFFECTS OF MID TO LATE PLIOCENE CLIMATIC FLUCTUATIONS ON THE HABITAT AND DISTRIBUTION OF EARLY HOMININS","10.1007/s10745-023-00415-y","Animalia","clade",1,-2987000,-2987000,TRUE,TRUE,FALSE,TRUE,"d18O","continental"
"TrÃ¡jer A.J.",2023,"THE EFFECTS OF MID TO LATE PLIOCENE CLIMATIC FLUCTUATIONS ON THE HABITAT AND DISTRIBUTION OF EARLY HOMININS","10.1007/s10745-023-00415-y","Animalia","clade",1,-2933000,-2933000,TRUE,TRUE,FALSE,TRUE,"d18O","continental"
"TrÃ¡jer A.J.",2023,"THE EFFECTS OF MID TO LATE PLIOCENE CLIMATIC FLUCTUATIONS ON THE HABITAT AND DISTRIBUTION OF EARLY HOMININS","10.1007/s10745-023-00415-y","Animalia","clade",1,-2883000,-2883000,TRUE,TRUE,FALSE,TRUE,"d18O","continental"
"TrÃ¡jer A.J.",2023,"THE EFFECTS OF MID TO LATE PLIOCENE CLIMATIC FLUCTUATIONS ON THE HABITAT AND DISTRIBUTION OF EARLY HOMININS","10.1007/s10745-023-00415-y","Animalia","clade",1,-2816000,-2816000,TRUE,TRUE,FALSE,TRUE,"d18O","continental"
"TrÃ¡jer A.J.",2023,"THE EFFECTS OF MID TO LATE PLIOCENE CLIMATIC FLUCTUATIONS ON THE HABITAT AND DISTRIBUTION OF EARLY HOMININS","10.1007/s10745-023-00415-y","Animalia","clade",1,-2751000,-2751000,TRUE,TRUE,FALSE,TRUE,"d18O","continental"
"TrÃ¡jer A.J.",2023,"THE EFFECTS OF MID TO LATE PLIOCENE CLIMATIC FLUCTUATIONS ON THE HABITAT AND DISTRIBUTION OF EARLY HOMININS","10.1007/s10745-023-00415-y","Animalia","clade",1,-2713000,-2713000,TRUE,TRUE,FALSE,TRUE,"d18O","continental"
"TrÃ¡jer A.J.",2023,"THE EFFECTS OF MID TO LATE PLIOCENE CLIMATIC FLUCTUATIONS ON THE HABITAT AND DISTRIBUTION OF EARLY HOMININS","10.1007/s10745-023-00415-y","Animalia","clade",1,-2651000,-2651000,TRUE,TRUE,FALSE,TRUE,"d18O","continental"
"TrÃ¡jer A.J.",2023,"THE EFFECTS OF MID TO LATE PLIOCENE CLIMATIC FLUCTUATIONS ON THE HABITAT AND DISTRIBUTION OF EARLY HOMININS","10.1007/s10745-023-00415-y","Animalia","clade",1,-2637000,-2637000,TRUE,TRUE,FALSE,TRUE,"d18O","continental"
"TrÃ¡jer A.J.",2023,"THE EFFECTS OF MID TO LATE PLIOCENE CLIMATIC FLUCTUATIONS ON THE HABITAT AND DISTRIBUTION OF EARLY HOMININS","10.1007/s10745-023-00415-y","Animalia","clade",1,-2532000,-2532000,TRUE,TRUE,FALSE,TRUE,"d18O","continental"
"TrÃ¡jer A.J.",2023,"THE EFFECTS OF MID TO LATE PLIOCENE CLIMATIC FLUCTUATIONS ON THE HABITAT AND DISTRIBUTION OF EARLY HOMININS","10.1007/s10745-023-00415-y","Animalia","clade",1,-2506000,-2506000,TRUE,TRUE,FALSE,TRUE,"d18O","continental"
"Hanberry B.B.",2023,"SHIFTING POTENTIAL TREE SPECIES DISTRIBUTIONS FROM THE LAST GLACIAL MAXIMUM TO THE MID HOLOCENE IN NORTH AMERICA WITH A CORRELATION ASSESSMENT","10.1002/jqs.3526","Plantae","species",25,0,-5000,FALSE,FALSE,FALSE,FALSE,NA,"continental"
"Hanberry B.B.",2023,"SHIFTING POTENTIAL TREE SPECIES DISTRIBUTIONS FROM THE LAST GLACIAL MAXIMUM TO THE MID HOLOCENE IN NORTH AMERICA WITH A CORRELATION ASSESSMENT","10.1002/jqs.3526","Plantae","species",25,0,-7000,FALSE,FALSE,FALSE,FALSE,NA,"continental"
"Hanberry B.B.",2023,"SHIFTING POTENTIAL TREE SPECIES DISTRIBUTIONS FROM THE LAST GLACIAL MAXIMUM TO THE MID HOLOCENE IN NORTH AMERICA WITH A CORRELATION ASSESSMENT","10.1002/jqs.3526","Plantae","species",25,0,-10000,FALSE,FALSE,FALSE,FALSE,NA,"continental"
"Hanberry B.B.",2023,"SHIFTING POTENTIAL TREE SPECIES DISTRIBUTIONS FROM THE LAST GLACIAL MAXIMUM TO THE MID HOLOCENE IN NORTH AMERICA WITH A CORRELATION ASSESSMENT","10.1002/jqs.3526","Plantae","species",25,0,-13000,FALSE,FALSE,FALSE,FALSE,NA,"continental"
"Hanberry B.B.",2023,"SHIFTING POTENTIAL TREE SPECIES DISTRIBUTIONS FROM THE LAST GLACIAL MAXIMUM TO THE MID HOLOCENE IN NORTH AMERICA WITH A CORRELATION ASSESSMENT","10.1002/jqs.3526","Plantae","species",25,0,-14000,FALSE,FALSE,FALSE,FALSE,NA,"continental"
"Hanberry B.B.",2023,"SHIFTING POTENTIAL TREE SPECIES DISTRIBUTIONS FROM THE LAST GLACIAL MAXIMUM TO THE MID HOLOCENE IN NORTH AMERICA WITH A CORRELATION ASSESSMENT","10.1002/jqs.3526","Plantae","species",25,0,-20000,FALSE,FALSE,FALSE,FALSE,NA,"continental"
"Romero-Iraola I.; Freitas I.; JimÃ©nez-RuÃ­z Y.; Geniez P.; GarcÃ­a-ParÃ­s M.; MartÃ­nez-FreirÃ­a F.",2023,"PHYLOGEOGRAPHIC AND PALEOCLIMATIC MODELLING TOOLS IMPROVE OUR UNDERSTANDING OF THE BIOGEOGRAPHIC HISTORY OF HIEROPHIS VIRIDIFLAVUS COLUBRIDAE","10.3390/ani13132143","Animalia","species",1,0,-6263,FALSE,FALSE,FALSE,TRUE,"nuclear DNA phylogeography","regional"
"Romero-Iraola I.; Freitas I.; JimÃ©nez-RuÃ­z Y.; Geniez P.; GarcÃ­a-ParÃ­s M.; MartÃ­nez-FreirÃ­a F.",2023,"PHYLOGEOGRAPHIC AND PALEOCLIMATIC MODELLING TOOLS IMPROVE OUR UNDERSTANDING OF THE BIOGEOGRAPHIC HISTORY OF HIEROPHIS VIRIDIFLAVUS COLUBRIDAE","10.3390/ani13132143","Animalia","species",1,0,-13800,FALSE,FALSE,FALSE,TRUE,"nuclear DNA phylogeography","regional"
"Romero-Iraola I.; Freitas I.; JimÃ©nez-RuÃ­z Y.; Geniez P.; GarcÃ­a-ParÃ­s M.; MartÃ­nez-FreirÃ­a F.",2023,"PHYLOGEOGRAPHIC AND PALEOCLIMATIC MODELLING TOOLS IMPROVE OUR UNDERSTANDING OF THE BIOGEOGRAPHIC HISTORY OF HIEROPHIS VIRIDIFLAVUS COLUBRIDAE","10.3390/ani13132143","Animalia","species",1,0,-21000,FALSE,FALSE,FALSE,TRUE,"nuclear DNA phylogeography","regional"
"Romero-Iraola I.; Freitas I.; JimÃ©nez-RuÃ­z Y.; Geniez P.; GarcÃ­a-ParÃ­s M.; MartÃ­nez-FreirÃ­a F.",2023,"PHYLOGEOGRAPHIC AND PALEOCLIMATIC MODELLING TOOLS IMPROVE OUR UNDERSTANDING OF THE BIOGEOGRAPHIC HISTORY OF HIEROPHIS VIRIDIFLAVUS COLUBRIDAE","10.3390/ani13132143","Animalia","species",1,0,-130000,FALSE,FALSE,FALSE,TRUE,"nuclear DNA phylogeography","regional"
"Liu G.; Xue G.; Zhao T.; Li Y.; Yue L.; Song H.; Liu Q.",2023,"POPULATION STRUCTURE AND PHYLOGEOGRAPHY OF THREE CLOSELY RELATED TREE PEONIES","10.1002/ece3.10073","Plantae","species",3,0,-21000,FALSE,FALSE,FALSE,TRUE,"haplotype phylogeography","regional"
"Golovanov S.E.; Malikov D.G.",2023,"RECONSTRUCTION OF THE ENVIRONMENTAL CONDITIONS OF THE OB AND IRTYSH REGIONS ON THE BASIS OF THE RODENT FOSSIL FAUNA","10.1134/S1067413623030037","Animalia","species",28,-287000,-287000,TRUE,TRUE,FALSE,FALSE,NA,"regional"
"Shuvaev D.N.; Semerikov V.L.; Kuznetsova G.V.; Putintseva Y.A.",2023,"LATE QUATERNARY HISTORY OF SIBERIAN STONE PINE AS REVEALED BY GENETIC AND PALEOECOLOGICAL DATA","10.1007/s11295-023-01592-z","Plantae","species",1,0,-6000,FALSE,FALSE,TRUE,TRUE,"gene tree","regional"
"Shuvaev D.N.; Semerikov V.L.; Kuznetsova G.V.; Putintseva Y.A.",2023,"LATE QUATERNARY HISTORY OF SIBERIAN STONE PINE AS REVEALED BY GENETIC AND PALEOECOLOGICAL DATA","10.1007/s11295-023-01592-z","Plantae","species",1,0,-21000,FALSE,FALSE,TRUE,TRUE,"gene tree","regional"
"Shuvaev D.N.; Semerikov V.L.; Kuznetsova G.V.; Putintseva Y.A.",2023,"LATE QUATERNARY HISTORY OF SIBERIAN STONE PINE AS REVEALED BY GENETIC AND PALEOECOLOGICAL DATA","10.1007/s11295-023-01592-z","Plantae","species",1,0,-130000,FALSE,FALSE,TRUE,TRUE,"gene tree","regional"
"Sbaraglia C.; Samraoui K.R.; Massolo A.; BartoÅˆovÃ¡ A.S.; KonviÄka M.; Fric Z.F.",2023,"BACK TO THE FUTURE CLIMATE CHANGE EFFECTS ON HABITAT SUITABILITY OF PARNASSIUS APOLLO THROUGHOUT THE QUATERNARY GLACIAL CYCLES","10.1111/icad.12615","Animalia","species",3,0,-6000,FALSE,FALSE,FALSE,FALSE,NA,"continental"
"Sbaraglia C.; Samraoui K.R.; Massolo A.; BartoÅˆovÃ¡ A.S.; KonviÄka M.; Fric Z.F.",2023,"BACK TO THE FUTURE CLIMATE CHANGE EFFECTS ON HABITAT SUITABILITY OF PARNASSIUS APOLLO THROUGHOUT THE QUATERNARY GLACIAL CYCLES","10.1111/icad.12615","Animalia","species",3,0,-21000,FALSE,FALSE,FALSE,FALSE,NA,"continental"
"Sbaraglia C.; Samraoui K.R.; Massolo A.; BartoÅˆovÃ¡ A.S.; KonviÄka M.; Fric Z.F.",2023,"BACK TO THE FUTURE CLIMATE CHANGE EFFECTS ON HABITAT SUITABILITY OF PARNASSIUS APOLLO THROUGHOUT THE QUATERNARY GLACIAL CYCLES","10.1111/icad.12615","Animalia","species",3,0,-130000,FALSE,FALSE,FALSE,FALSE,NA,"continental"
"Borges C.; Bertassoni A.; LiÃ©vano-Latorre L.F.; DÃ³ria T.A.F.; Santos-Silva R.; Miranda F.; Barreto E.",2023,"SAFEGUARDING SLOTHS AND ANTEATERS IN THE FUTURE PRIORITY AREAS FOR CONSERVATION UNDER CLIMATE CHANGE","10.1111/btp.13185","Animalia","species",13,0,-21000,FALSE,FALSE,FALSE,TRUE,"diversity metrics","cross-continental"
"Shi X.; Mao L.; Sun M.; Ma G.; Zhu K.",2023,"PALEO DISTRIBUTION AND HABITAT RISKS UNDER CLIMATE CHANGE OF HELLEBORUS THIBETANUS","10.3390/f14030630","Plantae","species",1,0,-22000,FALSE,FALSE,FALSE,FALSE,NA,"continental"
"Shi X.; Mao L.; Sun M.; Ma G.; Zhu K.",2023,"PALEO DISTRIBUTION AND HABITAT RISKS UNDER CLIMATE CHANGE OF HELLEBORUS THIBETANUS","10.3390/f14030630","Plantae","species",1,0,-18000,FALSE,FALSE,FALSE,FALSE,NA,"continental"
"Shi X.; Mao L.; Sun M.; Ma G.; Zhu K.",2023,"PALEO DISTRIBUTION AND HABITAT RISKS UNDER CLIMATE CHANGE OF HELLEBORUS THIBETANUS","10.3390/f14030630","Plantae","species",1,0,-14000,FALSE,FALSE,FALSE,FALSE,NA,"continental"
"Shi X.; Mao L.; Sun M.; Ma G.; Zhu K.",2023,"PALEO DISTRIBUTION AND HABITAT RISKS UNDER CLIMATE CHANGE OF HELLEBORUS THIBETANUS","10.3390/f14030630","Plantae","species",1,0,-10000,FALSE,FALSE,FALSE,FALSE,NA,"continental"
"Shi X.; Mao L.; Sun M.; Ma G.; Zhu K.",2023,"PALEO DISTRIBUTION AND HABITAT RISKS UNDER CLIMATE CHANGE OF HELLEBORUS THIBETANUS","10.3390/f14030630","Plantae","species",1,0,-8000,FALSE,FALSE,FALSE,FALSE,NA,"continental"
"Shi X.; Mao L.; Sun M.; Ma G.; Zhu K.",2023,"PALEO DISTRIBUTION AND HABITAT RISKS UNDER CLIMATE CHANGE OF HELLEBORUS THIBETANUS","10.3390/f14030630","Plantae","species",1,0,-2000,FALSE,FALSE,FALSE,FALSE,NA,"continental"
"Liao J.; Wu Z.; Wang H.; Xiao S.; Mo P.; Cui X.",2023,"PROJECTED EFFECTS OF CLIMATE CHANGE ON SPECIES RANGE OF PANTALA FLAVESCENS A WANDERING GLIDER DRAGONFLY","10.3390/biology12020226","Animalia","species",1,0,-21000,FALSE,FALSE,FALSE,FALSE,NA,"global"
"Orriols F.A.; Escoriza D.",2023,"MOLECULAR BIOGEOGRAPHY AND NICHE CLIMATIC DIVERSIFICATION OF SAND LIZARDS LACERTA AGILIS WITH SPECIAL EMPHASIS ON THE HISTORY OF THE PYRENEAN POPULATIONS","","Animalia","species",1,0,-3300000,FALSE,FALSE,FALSE,TRUE,"molecular phylogeny","regional"
"Orriols F.A.; Escoriza D.",2023,"MOLECULAR BIOGEOGRAPHY AND NICHE CLIMATIC DIVERSIFICATION OF SAND LIZARDS LACERTA AGILIS WITH SPECIAL EMPHASIS ON THE HISTORY OF THE PYRENEAN POPULATIONS","","Animalia","species",1,0,-3200000,FALSE,FALSE,FALSE,TRUE,"molecular phylogeny","regional"
